gene_gpc,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,p_value,q_value,g_sde,LLR_sde
Nrip1,-105.9537664,-105.9537661,-3.03E-07,1,1,Ssb,0.452022668
Mcm3,-76.99124618,-76.99124466,-1.51E-06,1,1,Odc1,0.25261245
Fxn,-109.2610117,-109.2718919,0.010880123,0.916925066,1,Fat3,0.338754416
Krt20,-35.83019779,-35.8301978,4.84E-09,0.999944517,1,Zhx2,0.25336712
Hist1h2bn,-55.42612957,-55.47230418,0.046174607,0.829858715,1,Ston2,0.103738027
Gatad2b,-136.4108199,-136.4114406,0.000620671,0.980124142,1,Anxa5,0.998507992
Mns1,-29.24315843,-29.29741478,0.054256355,0.815815812,1,Suv39h2,0.041396885
4833419F23Rik,-40.85412382,-40.85412313,-6.94E-07,1,1,Stard3nl,0.652111981
Rpph1,-29.33513254,-29.3348485,-0.000284038,1,1,Tmed3,0.001134943
Fbxw10,-26.64505344,-26.64617281,0.001119369,0.973310182,1,Sri,0.798398332
Blm,-115.3439153,-115.3439158,5.35E-07,0.99941631,1,Amph,0.001733104
2810032G03Rik,-47.07651515,-47.07651502,-1.32E-07,1,1,Cdca7,0.973519824
Emg1,-91.76674888,-91.76674845,-4.28E-07,1,1,Scamp1,0.08645169
Klhl11,-83.81584033,-85.25545415,1.439613816,0.230201844,1,Ap3b1,0.097673457
Tex10,-103.4159548,-103.415955,2.30E-07,0.999616994,1,Gnl1,0.65183667
Nmnat1,-51.09721336,-51.10251614,0.005302777,0.941949224,1,Sv2b,0.290097615
Ankrd54,-46.27177439,-46.27177312,-1.27E-06,1,1,Mnf1,0.003418987
Sptssb,-71.33269112,-71.52444082,0.191749704,0.661464327,1,Epb4.1l1,0.030200186
Treh,-20.32911947,-20.32903305,-8.64E-05,1,1,Ftx,0.954571188
Rn45s,-28.3785799,-28.38222509,0.003645187,0.951856662,1,Txnl1,0.007049234
1700073E17Rik,-46.82598614,-46.82598458,-1.56E-06,1,1,Ttc1,0.33039043
Gm6194,-65.98502277,-65.98463269,-0.000390078,1,1,Plcb1,0.001142131
Gm1604b,-54.68400913,-54.68400896,-1.78E-07,1,1,Plekhj1,0.108593
Mmp11,-55.79915919,-55.79916992,1.07E-05,0.997387127,1,Rps15,0.056001871
Kcnq3,-33.27416381,-33.3374526,0.063288786,0.801371419,1,Zfp212,0.914053373
Cdc14a,-96.41624336,-96.41624735,3.99E-06,0.998405724,1,Zfp955a,0.096636723
Sp140,-34.24037296,-34.57324513,0.332872175,0.563972722,1,Tuba4a,0.026797682
Adamts9,-97.31026212,-97.43255289,0.122290772,0.726563122,1,Usp39,0.424180748
Zfp389,-17.30936357,-17.3093418,-2.18E-05,1,1,Ankrd50,0.482581723
Asf1b,-46.37199981,-46.37200619,6.38E-06,0.997984312,1,Rftn2,0.001054714
1810010D01Rik,-23.98977873,-23.98962929,-0.000149444,1,1,Lmo4,0.398649764
Fcna,-15.11016251,-15.1100015,-0.000161008,1,1,Btbd9,0.352068426
Rfxank,-57.36370265,-57.36370222,-4.31E-07,1,1,Errfi1,0.671063531
4930539E08Rik,-29.96952618,-29.96952604,-1.40E-07,1,1,Mdn1,0.223976512
Tnfaip6,-22.77257038,-22.772571,6.23E-07,0.999370101,1,Gpr116,0.944590959
Car5b,-64.48336916,-64.52541849,0.04204933,0.837525769,1,Slc7a6os,0.304784435
Ifi44,-88.43675084,-88.43676584,1.50E-05,0.99690977,1,Rcn2,0.016902719
Gm12992,-27.13139078,-27.13138949,-1.29E-06,1,1,Mios,0.276039546
S100a8,-115.8986105,-117.5478013,1.649190774,0.199069107,1,Ntrk3,1.755542142
1700007G11Rik,-17.80625158,-17.86544646,0.059194881,0.807773019,1,Nsf,0.411192559
Fpgs,-70.54990165,-70.54990161,-4.18E-08,1,1,Fbxo22,0.396395561
D16Ertd519e,-27.96790908,-27.96790824,-8.42E-07,1,1,Zfp41,0.063722001
Casp4,-31.63294404,-31.63272235,-0.000221688,1,1,Drap1,0.233485226
2810410L24Rik,-54.15795253,-54.15807866,0.000126124,0.991039549,1,Zfp180,0.429403748
Foxd2,-65.79073708,-66.05855456,0.267817479,0.604799597,1,Aqp4,0.000990136
Dtwd2,-74.93650269,-74.93650278,9.50E-08,0.999754118,1,Pfkfb2,2.142772848
Rrad,-66.96764284,-66.9676557,1.29E-05,0.997139021,1,Rab1b,0.152769213
G0s2,-122.9536991,-123.0139913,0.060292128,0.806034814,1,Ampd3,0.167757954
Tex26,-41.31013511,-41.3101345,-6.09E-07,1,1,Rabgap1l,0.065874144
Zbtb8a,-53.60624458,-53.81217718,0.205932601,0.649974243,1,Hs6st1,0.250211449
Bcl3,-30.40726661,-30.97716963,0.569903025,0.450297454,1,Col4a3bp,0.182080087
Clec18a,-27.86319457,-27.86319406,-5.03E-07,1,1,Epas1,0.013599077
Adrb3,-33.4120409,-33.41179601,-0.000244893,1,1,Ermp1,0.811284558
Tnfrsf13c,-54.41500057,-54.48804938,0.073048811,0.786948362,1,Zfp955b,0.022990475
Tmem154,-42.42194183,-42.42194085,-9.76E-07,1,1,Nde1,2.875933144
Tyk2,-16.94213612,-16.94205163,-8.45E-05,1,1,Pus10,0.00168436
Gnb1l,-61.15376681,-61.15376691,9.40E-08,0.999755419,1,Kifc3,0.734151028
Gm1141,-35.05178008,-35.05177953,-5.44E-07,1,1,Fam120aos,0.023466799
Mrgpre,-16.53760061,-16.53755178,-4.88E-05,1,1,Nr1d2,0.845498942
Tac1,-141.580438,-141.6993018,0.118863783,0.73027009,1,Safb,0.762496668
BC051142,-94.17496209,-94.17496283,7.35E-07,0.999315889,1,P2ry12,0.162177429
Lrrc18,-48.20287181,-48.20287166,-1.55E-07,1,1,Arf6,0.461652576
Btc,-15.66335088,-15.66334954,-1.34E-06,1,1,Ankrd44,0.019617629
Zfhx2as,-68.65933437,-68.69576683,0.036432458,0.848625185,1,Ociad2,0.102493418
Snord65,-47.27161038,-47.27161024,-1.42E-07,1,1,Paxbp1,0.882556919
Sema3b,-53.25278386,-53.25285848,7.46E-05,0.993107727,1,Tsc2,1.712989614
B130024G19Rik,-41.23324474,-41.23324496,2.19E-07,0.999626346,1,Chm,1.955215393
Diap3,-31.87777981,-31.87777938,-4.36E-07,1,1,Aprt,0.061245541
Chek1,-50.72958446,-50.78702874,0.057444284,0.810581928,1,Map1lc3a,0.204764421
Itga5,-23.2627016,-23.26241062,-0.000290979,1,1,Cbr1,0.008690982
Myom3,-28.83038519,-29.04883578,0.218450586,0.640223038,1,Gltscr1l,1.215695936
Fbxo5,-73.33539398,-73.3353935,-4.80E-07,1,1,B230118H07Rik,0.565900591
Pole2,-57.28080844,-57.28475865,0.003950207,0.949885416,1,Vgf,4.013999673
Lrrc29,-20.49450668,-20.74027244,0.245765756,0.620072447,1,Pon2,0.17049441
T2,-28.50699896,-28.50687146,-0.000127504,1,1,Vps9d1,0.32865539
4932416H05Rik,-79.36263567,-79.36266552,2.98E-05,0.995641128,1,Klhl23,0.046592531
Gm16701,-78.69349415,-78.69349532,1.17E-06,0.999137141,1,Dbx2,1.437515718
Syt14,-27.33237296,-27.33237245,-5.17E-07,1,1,Ttc8,1.764928438
Arg2,-69.12432916,-69.12432897,-1.81E-07,1,1,Tmbim6,0.11265355
Gm9899,-36.99771921,-36.99771925,4.87E-08,0.999823911,1,Dpm1,0.199851895
Acr,-44.25176207,-44.2537875,0.00202543,0.964103499,1,Drp2,0.033886647
Ntf3,-13.21142768,-13.21142968,1.99E-06,0.99887309,1,Herc2,0.424294244
Ascl1,-67.15067079,-67.15068077,9.98E-06,0.997478884,1,Nhsl2,0.227287164
4933408B17Rik,-37.32957738,-37.36640308,0.036825698,0.847820357,1,Fem1a,0.000964012
Ranbp3l,-144.0378418,-144.0594547,0.021612879,0.883121607,1,Deb1,0.095319151
Gabrr2,-28.38114671,-28.48397507,0.102828362,0.748461533,1,Pnn,2.098677771
Cldn3,-26.68358486,-26.6835847,-1.67E-07,1,1,Fam160b1,0.027452763
9430041J12Rik,-49.66171492,-49.66197617,0.000261249,0.987104191,1,Slc25a14,0.118763521
Dcaf17,-125.6266645,-125.6266641,-4.39E-07,1,1,Dnajc17,0.003842599
Pdgfrl,-109.8766274,-109.8766269,-5.76E-07,1,1,Ywhag,0.372719511
Spef2,-41.16525604,-41.16525604,-2.02E-09,1,1,Akap6,0.226205478
Gm16197,-20.64023743,-20.64016329,-7.41E-05,1,1,Hspa9,1.233216776
Trim16,-71.73274955,-73.12089645,1.388146902,0.238718293,1,Asns,0.939740598
Efcab12,-86.07394203,-86.07394246,4.35E-07,0.999473909,1,Slco2b1,0.595838997
Kcnmb1,-15.67760085,-15.6775069,-9.40E-05,1,1,Paip1,0.78429223
Lilrb4,-17.1570121,-17.15700152,-1.06E-05,1,1,Gstm3,1.897768547
A930009A15Rik,-53.28203096,-53.28203077,-1.86E-07,1,1,Tuba1b,2.774407336
Tgm3,-19.98035966,-19.98004755,-0.000312111,1,1,Clasrp,0.378391115
Tnnc2,-16.91217427,-16.91216119,-1.31E-05,1,1,Fam151b,1.625744793
Tmem106a,-71.86279324,-71.91709263,0.054299396,0.815744083,1,Mrpl35,0.241755935
Hist1h1e,-67.03969987,-67.0396996,-2.70E-07,1,1,Fam149b,0.014394911
AB124611,-18.62239799,-18.62240454,6.55E-06,0.997957382,1,Zmat3,0.305896144
Msr1,-17.59031986,-17.60617224,0.015852374,0.899806166,1,Ehd3,0.002881706
Xylt1,-14.19805728,-14.19805718,-9.92E-08,1,1,Xpa,0.176908367
Hs3st6,-16.2810353,-16.3473372,0.066301903,0.796799331,1,Zxda,0.01406125
Gm16119,-33.83134505,-34.41203116,0.580686117,0.446043511,1,Sqrdl,0.025387909
Asap3,-108.0680309,-108.1166963,0.048665446,0.825401984,1,Cpne7,1.092427413
Fancf,-116.3957637,-116.3957646,8.82E-07,0.999250589,1,Syt11,0.007123682
3110070M22Rik,-37.02950481,-37.02956546,6.07E-05,0.99378624,1,Kifap3,0.318619779
Six1,-36.50924407,-36.50916264,-8.14E-05,1,1,Xpo5,0.254772753
Gp49a,-10.56588748,-10.5658875,2.68E-08,0.999869431,1,Rnf7,1.065086731
Zfp174,-56.51075258,-56.60917656,0.098423973,0.753729188,1,Tubb4a,2.387413797
Peli3,-29.15222878,-29.21794233,0.065713555,0.797683254,1,Ccs,0.046282854
Tmem116,-19.77347356,-19.77347664,3.08E-06,0.998600442,1,Atp5g3,0.671875919
Sorbs3,-74.34668553,-74.346686,4.75E-07,0.999450293,1,Rbbp7,0.001030912
Psrc1,-68.54488528,-68.54488496,-3.17E-07,1,1,Mat2a,0.014405477
Gatsl3,-114.2537356,-114.2758096,0.02207399,0.881890436,1,Psma3,0.521324309
Fam159a,-20.44448917,-20.51020728,0.065718113,0.79767639,1,Cebpz,0.80475189
Tex40,-16.05707537,-16.05695622,-0.000119159,1,1,Tmem260,0.897858797
Xrn1,-81.9982061,-82.00568834,0.007482246,0.931068973,1,Odf4,0.406039883
E330011O21Rik,-20.36400048,-21.05825765,0.694257176,0.404720121,1,Sephs1,0.029276857
Ptgfr,-35.85847898,-36.01414717,0.155668187,0.693176437,1,Wdr44,0.78426663
Zfp87,-32.56000331,-32.56006219,5.89E-05,0.993877266,1,Tanc2,0.133696935
Nid2,-69.36481846,-69.3648327,1.42E-05,0.996989361,1,Klhl22,1.184310178
Plscr1,-88.33501822,-88.43169712,0.096678901,0.755852082,1,Zfp784,0.001782279
Slc14a2,-18.98191288,-18.98191759,4.71E-06,0.998268332,1,Acvr1c,0.058873528
Tpo,-46.30543298,-46.30543284,-1.41E-07,1,1,Tax1bp3,0.602997821
Iqcd,-32.3540856,-32.35408497,-6.32E-07,1,1,Skiv2l,0.023497319
Zfp748,-79.47744711,-80.1653188,0.687871692,0.406889242,1,Wbp7,0.009695041
Gm16897,-32.94985838,-32.94985802,-3.55E-07,1,1,Usp2,0.478049418
Srl,-106.8645248,-107.0205064,0.155981551,0.692883481,1,1810041L15Rik,0.377035302
Klhdc1,-48.44657783,-48.78819914,0.341621314,0.55889486,1,Dhx57,0.201713143
Ctrl,-53.60885903,-53.73919861,0.130339585,0.718080205,1,Dcbld1,1.32123135
1810011O10Rik,-23.70020241,-23.70021922,1.68E-05,0.996728971,1,Rgl2,0.737050825
Ifnlr1,-33.62189059,-33.62182025,-7.03E-05,1,1,Rpl6,0.011775162
Fetub,-38.5842887,-38.58427962,-9.07E-06,1,1,Tmprss5,0.123272155
Dach1,-114.8349967,-114.8349972,4.54E-07,0.999462327,1,C130074G19Rik,0.028595105
A730036I17Rik,-44.47686837,-44.47686834,-3.45E-08,1,1,Tgfb1i1,1.494208826
Chrnb1,-48.54344929,-48.54638527,0.002935976,0.956788054,1,Slc25a29,0.35208274
Frk,-33.94621449,-33.94621445,-4.02E-08,1,1,Rab24,1.419197467
Ptch1,-56.01756404,-56.01756394,-9.96E-08,1,1,Dctn1,0.250731679
Ccdc78,-60.20425214,-60.20388606,-0.000366082,1,1,Snx16,0.016558766
C230052I12Rik,-106.9871336,-106.9871336,1.28E-08,0.999909566,1,Rnf166,1.563133949
Havcr2,-64.55644454,-64.55644429,-2.46E-07,1,1,Lingo2,0.002571686
Nfkb2,-89.53018838,-89.53018766,-7.18E-07,1,1,Zdhhc1,0.029014779
Gm5803,-30.13569588,-30.13539216,-0.000303719,1,1,Slain1,0.081760171
Mterf,-82.28620684,-82.47148779,0.185280958,0.666873606,1,Cxxc4,0.022639675
Chst14,-72.69108672,-74.93515019,2.244063468,0.134128093,1,Prr14l,0.530682196
A630007B06Rik,-77.30286689,-77.33502838,0.032161491,0.857673685,1,Nova2,0.888249164
Gm1976,-66.17252494,-66.44398356,0.271458617,0.602354994,1,Cdkl5,0.08620107
Spag4,-48.02513899,-48.02452847,-0.000610513,1,1,Proz,0.239528765
Iqcc,-28.94122373,-28.94122242,-1.31E-06,1,1,Usp20,0.38437088
Parvg,-40.07403051,-40.10958307,0.035552563,0.850442488,1,Synrg,0.007349286
Gm5434,-19.34389353,-19.3436824,-0.00021113,1,1,Col3a1,0.339939223
Mtbp,-45.36927807,-45.36927789,-1.82E-07,1,1,Pak7,0.009412045
Acvr2b,-39.70843073,-39.7084308,6.60E-08,0.999794992,1,Taf2,0.008928495
Aqp9,-71.54495967,-72.07984367,0.534883995,0.464560733,1,Tecpr1,0.016013514
Fam98c,-23.16597199,-23.34488406,0.178912073,0.67230986,1,Ctsh,0.791906579
Glod5,-16.06870692,-16.06861447,-9.25E-05,1,1,Kansl1l,0.376096745
Tmc4,-44.15186079,-44.15186051,-2.82E-07,1,1,Rab11fip3,0.059605574
Aig1,-101.32488,-101.3277683,0.002888282,0.957140134,1,Slc6a15,0.000994593
Dll4,-79.70363771,-79.81308992,0.109452203,0.740768658,1,Slc18b1,0.211538027
Strn,-91.01459559,-91.50873466,0.494139071,0.482086746,1,Anapc16,0.105247938
Ksr1,-38.25223366,-38.25408187,0.001848213,0.965708831,1,Prickle2,0.231871355
Riiad1,-111.6959272,-112.051263,0.355335811,0.551108087,1,Rbl2,0.639736433
BC037704,-27.4022745,-27.41105297,0.008778472,0.925352635,1,Hlcs,0.014461234
Nfkbie,-67.17021158,-67.17338408,0.003172496,0.955082968,1,Atxn3,0.106710577
Mustn1,-48.3024718,-48.30332235,0.000850556,0.976733564,1,Sart3,0.04238324
Srsf4,-20.47499639,-20.47486277,-0.000133615,1,1,Kcnj12,0.1422781
Upp2,-26.69206694,-26.71531679,0.023249851,0.878809138,1,Mast4,0.175564014
Zfp956,-96.00317193,-96.00317134,-5.82E-07,1,1,Gatad2a,2.520586906
Vit,-41.2871769,-41.28717659,-3.12E-07,1,1,Gpc5,0.479275846
Trpc2,-28.74033064,-28.74033001,-6.30E-07,1,1,Ankrd33b,0.145358414
Ftsj2,-33.35153778,-33.35147329,-6.45E-05,1,1,Pou2f1,1.040843144
Bhlhe22,-92.57165304,-92.5968609,0.025207863,0.87385021,1,Tgfbrap1,0.294110269
1700013G23Rik,-27.01677928,-27.0167785,-7.77E-07,1,1,Herc4,0.173509975
Igsf5,-19.36553427,-19.36553654,2.28E-06,0.998796228,1,Tmem181a,0.097761513
2310001H17Rik,-54.54510689,-54.54510633,-5.61E-07,1,1,Ssh2,0.07774687
Mpp4,-29.49349114,-29.49351694,2.58E-05,0.995946942,1,Fkbp9,0.384054063
Cd160,-60.17297809,-60.24021468,0.067236588,0.795403634,1,Gm11978,0.002461434
Prl,-29.53743061,-29.53719512,-0.000235489,1,1,Rnf38,0.168894403
Mir17hg,-31.11761405,-31.11761374,-3.12E-07,1,1,Rab8b,0.003372158
Dgkh,-66.7716599,-66.81390939,0.042249487,0.837144937,1,Col24a1,0.289112656
Lrguk,-15.13734008,-15.13734019,1.10E-07,0.999735637,1,Mtx1,0.318323383
Ccdc40,-54.83759529,-54.83869652,0.001101232,0.973527202,1,Appbp2,0.029965613
Tceal7,-30.96827329,-30.96827318,-1.09E-07,1,1,Abhd14a,0.003535952
Ccdc64b,-14.54855724,-14.54855734,9.13E-08,0.99975894,1,Trmt2b,0.010998279
1700056E22Rik,-23.1152508,-23.11525072,-8.18E-08,1,1,Nkap,2.036398425
Enpep,-61.99079457,-62.02906755,0.038272984,0.844896001,1,Coq9,0.003627637
Sh3tc2,-70.97092295,-71.07841158,0.107488629,0.743021613,1,Gm16381,0.076746473
Mybpc1,-109.1091615,-109.1091641,2.60E-06,0.998712443,1,Entpd6,1.511236725
Rab32,-55.40576745,-55.81974516,0.413977711,0.51995745,1,Gm14378,0.241797874
Alox12,-69.6940538,-69.69405247,-1.32E-06,1,1,Bcl2l1,0.005510979
Arhgap28,-37.67442967,-37.67601436,0.001584691,0.968246052,1,Cyb561a3,0.043381762
Gsto2,-22.73501142,-22.73501145,2.79E-08,0.999866694,1,Anxa6,0.653048564
Tfdp1,-44.63383307,-44.63384881,1.57E-05,0.996835105,1,Vav3,1.428651989
Itgax,-22.72233747,-22.72233731,-1.58E-07,1,1,Lrrn1,2.061123355
Tgif1,-71.3320347,-71.33231722,0.000282521,0.986589499,1,Gm3219,0.848725095
Lypd6b,-31.62475462,-31.62475453,-9.00E-08,1,1,Pign,0.074989331
Rorc,-37.96324843,-37.96324773,-7.06E-07,1,1,Arl15,0.023501213
Sowahb,-145.863826,-145.8638256,-3.36E-07,1,1,Psmd13,0.180087704
Fancb,-36.33472508,-36.33472477,-3.11E-07,1,1,Zfyve27,0.938622048
Arhgef11,-38.0194309,-38.01943056,-3.34E-07,1,1,Krit1,0.153249333
Filip1,-28.30375078,-28.470828,0.167077218,0.682722548,1,Fam173a,0.007800676
Zbtb38,-99.14991912,-99.34013028,0.190211169,0.662740921,1,Dcaf12l1,0.125039435
Peg12,-25.56515465,-25.56512731,-2.73E-05,1,1,Pgr,0.00327112
Tle6,-60.1427962,-60.86344422,0.720648019,0.39593143,1,Exph5,0.758061201
Retn,-19.89518648,-19.89918957,0.004003088,0.949551533,1,Zeb1,0.146373678
Hells,-38.78204666,-38.78183891,-0.000207749,1,1,Hmg20b,2.632156065
Osr1,-84.09260324,-84.09280981,0.000206574,0.988532646,1,Rhof,0.14480929
Gm5077,-29.74869359,-30.20572826,0.457034671,0.499013094,1,Zfp628,0.562181786
Kcns3,-48.61882123,-48.87440552,0.255584291,0.613170167,1,Pwwp2a,0.239164953
Gpr98,-69.47091392,-69.48062781,0.009713883,0.921488399,1,Gm5595,0.06727557
Rad54l,-53.04924864,-53.04924715,-1.49E-06,1,1,Hddc2,0.055660463
Glra4,-15.97274471,-15.97264994,-9.48E-05,1,1,Zfp637,0.148759601
Cytl1,-43.93192842,-43.93192819,-2.28E-07,1,1,Ppat,0.039222809
Gm17296,-35.74579896,-35.74579887,-9.07E-08,1,1,Pde7b,0.024779149
BC068281,-21.72481333,-21.72480078,-1.25E-05,1,1,9530077C05Rik,1.589058413
Stoml3,-17.44890108,-17.44889267,-8.41E-06,1,1,Chi3l1,0.428468359
1700066J24Rik,-38.13455216,-38.13455205,-1.16E-07,1,1,Got2,0.784340433
Glyctk,-27.64762284,-27.64740163,-0.000221215,1,1,Adnp2,0.000964012
4930519F09Rik,-28.51528077,-28.53090785,0.015627073,0.900516987,1,Slc35c2,0.014084861
Ap1m2,-24.35977021,-24.35977822,8.02E-06,0.997741013,1,Map3k3,0.0570142
Pygl,-120.1715923,-120.1792823,0.007689941,0.930121235,1,Dfna5,0.419986044
Gpr21,-95.22158276,-95.22271062,0.001127853,0.973209267,1,Ntm,0.465330158
E130317F20Rik,-24.73769105,-24.78695613,0.04926508,0.82434706,1,Arrb2,0.059737713
2310008H04Rik,-64.47306632,-64.47306612,-1.94E-07,1,1,Mxra8,0.254657642
Zmynd10,-35.74378856,-35.7436088,-0.000179763,1,1,Zc3h6,0.531364736
Gbp5,-32.39022535,-32.42972381,0.039498459,0.842464417,1,Kctd1,0.179821224
Slc7a7,-63.96026966,-63.96026784,-1.82E-06,1,1,Slbp,0.041821964
Upk1a,-46.65489234,-46.65489369,1.35E-06,0.99907204,1,Arap3,0.040465983
Ripk3,-16.3527957,-16.35270487,-9.08E-05,1,1,Ss18l1,0.110133814
Plin4,-16.38122271,-16.38115165,-7.11E-05,1,1,Spg7,0.011373941
4930511M06Rik,-22.20251648,-22.2025163,-1.84E-07,1,1,Gpn1,0.036245747
Capn11,-59.15895867,-59.15895859,-8.67E-08,1,1,Panx2,0.455205017
Cela1,-82.03463498,-82.03455187,-8.31E-05,1,1,Cep57l1,1.468788113
Trdmt1,-60.3192639,-60.3200563,0.000792402,0.977542811,1,A230057D06Rik,0.008102037
Art5,-19.3328165,-19.43222268,0.099406184,0.752543404,1,Cbx8,0.043029998
Oit3,-21.12028665,-21.12028893,2.28E-06,0.998796143,1,Grm3,1.230083579
Kif19a,-34.85715406,-34.92105217,0.063898107,0.800437645,1,Rasgrp2,1.786256066
Eif2ak2,-53.81111201,-53.81111184,-1.70E-07,1,1,Fdft1,1.207665593
A330035P11Rik,-16.76280745,-16.7627655,-4.20E-05,1,1,Ankrd32,0.326534642
Ptprh,-21.82702726,-21.82702697,-2.86E-07,1,1,Zfp821,0.019996513
C630020P19Rik,-84.12865036,-84.14650441,0.017854057,0.893703799,1,Nudt16l1,1.879666286
Gm4787,-40.24822892,-40.61095444,0.362725513,0.546996438,1,Crtc3,0.743597756
Rab36,-77.96289782,-77.96289744,-3.80E-07,1,1,Ccdc120,0.001926201
Samd3,-25.97720546,-25.97715677,-4.87E-05,1,1,Plch2,1.712929772
C1ql2,-48.28215032,-48.4224451,0.140294783,0.707988134,1,Hpgd,0.00214949
Top2a,-35.23582141,-35.23582126,-1.53E-07,1,1,Asb8,0.267645552
Mrgbp,-18.46810272,-18.46810777,5.05E-06,0.998206763,1,Fcho1,0.244049834
Ttc12,-59.56637226,-59.5663721,-1.61E-07,1,1,Alcam,0.080991322
Usp44,-24.70015923,-24.69983478,-0.000324448,1,1,Wrap53,1.925219044
Ctf1,-77.92443018,-78.1412639,0.216833715,0.641463132,1,Chst11,1.360960253
Chp2,-19.5447808,-19.54478268,1.88E-06,0.998905624,1,Nenf,0.224509907
Zfp599,-27.63486205,-27.63486125,-8.03E-07,1,1,Gm5801,0.100645053
1810062O18Rik,-44.13432142,-44.13432072,-6.93E-07,1,1,Tsc1,0.00115593
Mme,-27.518729,-27.51872488,-4.13E-06,1,1,Asb5,0.261971039
Mdfi,-60.90781069,-60.90784431,3.36E-05,0.995373987,1,Sh3bp5,0.083604344
Rrp36,-57.65625795,-57.65625756,-3.86E-07,1,1,Enpp5,0.026014221
Prkx,-83.52353023,-83.52353115,9.26E-07,0.999232386,1,Znhit2,2.944325207
Bmp6,-42.2956038,-42.29968913,0.004085336,0.949036608,1,Cd93,0.102911069
Stab1,-136.4504561,-136.4504552,-8.32E-07,1,1,Ccdc109b,0.914752699
Kank4,-113.6818124,-113.9068765,0.225064102,0.635208124,1,Lurap1,0.449993479
Kif11,-23.36888891,-23.36888842,-4.91E-07,1,1,Poldip2,0.143914458
Cyp4f16,-38.43195323,-38.43134249,-0.000610738,1,1,Igbp1,0.003595014
Sumf2,-67.58858565,-67.58863433,4.87E-05,0.994432969,1,Cul4a,0.042571908
Reep4,-36.47653311,-36.8881489,0.411615786,0.521150534,1,Rusc1,0.00321725
Ckap2,-40.32181024,-40.32170432,-0.00010592,1,1,Mkrn3,0.025463652
9330102E08Rik,-107.0670383,-107.0670384,1.14E-07,0.999730872,1,Cdkn1a,0.946677507
Gm867,-37.89235136,-37.8924192,6.78E-05,0.993428029,1,Hace1,0.003324154
Cd44,-61.84249668,-61.84257706,8.04E-05,0.99284664,1,Slc2a4rg-ps,0.010569305
Tmem198b,-26.53421637,-26.5342205,4.13E-06,0.998378848,1,Znrf2,0.00099698
Xlr4a,-16.19039266,-16.34389056,0.153497909,0.695214794,1,Ccny,0.243275251
Plcg1,-26.72226564,-26.79010903,0.067843392,0.794503072,1,Lars,0.25425195
Cubn,-66.24198435,-66.2419837,-6.50E-07,1,1,1810032O08Rik,0.15072274
Gm410,-35.83551033,-35.83551,-3.31E-07,1,1,H2afx,0.05719
AA387883,-26.01858289,-26.83884314,0.820260247,0.365104087,1,Ubr7,0.113332099
Acsf2,-24.04891597,-24.06733077,0.018414797,0.892057552,1,4933427D14Rik,3.980777255
Mir568,-65.20615257,-65.20615243,-1.43E-07,1,1,Kif1c,0.029283567
Irak4,-24.58322294,-25.26886807,0.685645136,0.407649593,1,Rab13,2.086340971
Olfr212,-27.84899193,-27.86291809,0.013926156,0.906060418,1,Tm4sf1,0.822274714
Dnajb13,-57.72962021,-57.72962571,5.50E-06,0.998128488,1,Prmt6,0.576494906
Noxred1,-81.0280829,-81.02808249,-4.06E-07,1,1,LOC106740,2.229256836
Slc16a13,-32.3199842,-32.41750065,0.097516455,0.75483059,1,Emc9,0.124686846
Gdf11,-61.46392787,-61.46394812,2.02E-05,0.996409575,1,Prkcz,0.883316676
Prss35,-13.39163618,-13.39163732,1.14E-06,0.99914809,1,Rrn3,0.214874272
